nt_cluster,uniport_cluster
Cluster-48823.0_TRINITY_DN210972_c2_g5,
Cluster-4882.0_TRINITY_DN195717_c3_g1,
Cluster-48794.0_TRINITY_DN198453_c11_g1,
Cluster-48777.0_TRINITY_DN192542_c4_g2,
Cluster-4877.1_TRINITY_DN202564_c1_g1,
Cluster-48742.0_TRINITY_DN194635_c7_g2,
Cluster-48674.0_TRINITY_DN184666_c0_g1,
Cluster-48432.0_TRINITY_DN208810_c1_g5,
Cluster-4839.0_TRINITY_DN211372_c0_g1,
Cluster-4838.1_TRINITY_DN200445_c0_g3,
Cluster-4834.0_TRINITY_DN164967_c0_g1,
Cluster-48275.1_TRINITY_DN194788_c0_g1,
Cluster-48084.0_TRINITY_DN196014_c0_g6,
Cluster-47674.0_TRINITY_DN195665_c7_g2,
Cluster-47623.0_TRINITY_DN192427_c0_g1,
Cluster-4762.0_TRINITY_DN171350_c0_g1,
Cluster-4736.0_TRINITY_DN182711_c0_g1,
Cluster-47305.0_TRINITY_DN199197_c1_g1,
Cluster-47209.1_TRINITY_DN202255_c4_g3,
Cluster-4720.0_TRINITY_DN195580_c1_g5,
Cluster-4703.0_TRINITY_DN194539_c7_g4,
Cluster-46984.1_TRINITY_DN204831_c1_g2,
Cluster-46984.0_TRINITY_DN204831_c1_g1,
Cluster-4683.0_TRINITY_DN194539_c6_g3,
Cluster-4682.0_TRINITY_DN194261_c1_g1,
Cluster-46803.0_TRINITY_DN199441_c2_g3,
Cluster-46786.0_TRINITY_DN202345_c1_g4,
Cluster-4678.0_TRINITY_DN204173_c0_g1,
Cluster-4677.0_TRINITY_DN198192_c1_g1,
Cluster-46749.0_TRINITY_DN263687_c0_g1,
Cluster-46639.0_TRINITY_DN194579_c9_g1,
Cluster-46633.1_TRINITY_DN204476_c4_g1,
Cluster-46621.1_TRINITY_DN209381_c0_g1,
Cluster-46574.2_TRINITY_DN199261_c3_g2,
Cluster-46574.1_TRINITY_DN199261_c3_g1,
Cluster-46574.0_TRINITY_DN199261_c3_g2,
Cluster-4656.0_TRINITY_DN171405_c0_g1,
Cluster-4652.0_TRINITY_DN196886_c1_g3,
Cluster-46444.0_TRINITY_DN211283_c4_g7,
Cluster-4644.0_TRINITY_DN200217_c1_g2,
Cluster-46427.2_TRINITY_DN202548_c5_g2,
Cluster-4624.0_TRINITY_DN197257_c1_g1,
Cluster-46211.0_TRINITY_DN203028_c3_g2,
Cluster-46115.0_TRINITY_DN200418_c3_g1,
Cluster-46059.0_TRINITY_DN201734_c5_g1,
Cluster-46051.0_TRINITY_DN201133_c8_g1,
Cluster-45787.0_TRINITY_DN206334_c3_g5,
Cluster-45711.0_TRINITY_DN191372_c0_g1,
Cluster-45679.0_TRINITY_DN183686_c1_g1,
Cluster-45630.2_TRINITY_DN210965_c2_g2,
Cluster-4561.0_TRINITY_DN195580_c1_g4,
Cluster-45351.0_TRINITY_DN169991_c0_g1,
Cluster-45245.5_TRINITY_DN207138_c1_g2,
Cluster-45209.0_TRINITY_DN198629_c2_g1,
Cluster-44997.0_TRINITY_DN204299_c0_g3,
Cluster-44989.0_TRINITY_DN200711_c3_g1,
Cluster-4497.0_TRINITY_DN206545_c2_g1,
Cluster-4477.0_TRINITY_DN200967_c6_g1,
Cluster-4475.1_TRINITY_DN197196_c5_g1,
Cluster-4475.0_TRINITY_DN197196_c5_g1,
Cluster-44635.0_TRINITY_DN197681_c4_g1,
Cluster-44581.1_TRINITY_DN205601_c4_g3,
Cluster-44491.0_TRINITY_DN197920_c1_g2,
Cluster-4446.0_TRINITY_DN202933_c9_g1,
Cluster-44388.0_TRINITY_DN208638_c6_g2,
Cluster-44368.0_TRINITY_DN199837_c0_g5,
Cluster-4436.0_TRINITY_DN197173_c2_g2,
Cluster-44222.0_TRINITY_DN203189_c2_g1,
Cluster-4421.0_TRINITY_DN204015_c1_g1,
Cluster-44181.0_TRINITY_DN192976_c2_g3,
Cluster-44017.0_TRINITY_DN210497_c0_g1,
Cluster-4394.0_TRINITY_DN207412_c1_g1,
Cluster-4382.0_TRINITY_DN281909_c0_g1,
Cluster-43800.0_TRINITY_DN206876_c0_g1,
Cluster-43775.0_TRINITY_DN207566_c14_g1,
Cluster-4365.0_TRINITY_DN207717_c8_g1,
Cluster-4350.2_TRINITY_DN193716_c1_g2,
Cluster-43475.0_TRINITY_DN199329_c2_g2,
Cluster-4345.0_TRINITY_DN193850_c3_g3,
Cluster-4338.0_TRINITY_DN203575_c0_g2,
Cluster-43331.15_TRINITY_DN202144_c2_g3,
Cluster-43331.15_TRINITY_DN197462_c3_g1,
Cluster-43210.1_TRINITY_DN203189_c2_g3,
Cluster-4316.0_TRINITY_DN159626_c0_g1,
Cluster-4309.1_TRINITY_DN193574_c5_g2,
Cluster-43044.0_TRINITY_DN210019_c3_g3,
Cluster-4303.2_TRINITY_DN194784_c1_g5,
Cluster-430.0_TRINITY_DN199751_c5_g1,
Cluster-4297.0_TRINITY_DN78934_c0_g1,
Cluster-4292.1_TRINITY_DN185079_c1_g1,
Cluster-42784.2_TRINITY_DN202852_c2_g2,
Cluster-42741.0_TRINITY_DN198100_c2_g7,
Cluster-4274.0_TRINITY_DN208824_c1_g4,
Cluster-42701.1_TRINITY_DN198338_c2_g1,
Cluster-4263.0_TRINITY_DN208812_c0_g6,
Cluster-42625.0_TRINITY_DN204660_c1_g1,
Cluster-42616.0_TRINITY_DN197788_c4_g1,
Cluster-4259.0_TRINITY_DN196357_c2_g2,
Cluster-4254.0_TRINITY_DN206381_c2_g3,
Cluster-42499.0_TRINITY_DN174589_c0_g1,
Cluster-42296.0_TRINITY_DN194713_c4_g2,
Cluster-4209.0_TRINITY_DN187258_c0_g2,
Cluster-42053.0_TRINITY_DN195981_c16_g1,
Cluster-4198.1_TRINITY_DN192407_c4_g7,
Cluster-4191.0_TRINITY_DN207588_c6_g1,
Cluster-4187.0_TRINITY_DN193503_c3_g3,
Cluster-41785.3_TRINITY_DN201275_c4_g2,
Cluster-41758.0_TRINITY_DN196207_c5_g2,
Cluster-41743.2_TRINITY_DN208150_c5_g1,
Cluster-41743.1_TRINITY_DN208150_c5_g1,
Cluster-41734.5_TRINITY_DN197246_c4_g2,
Cluster-41734.10_TRINITY_DN207012_c7_g4,
Cluster-41729.0_TRINITY_DN187102_c0_g2,
Cluster-4170.0_TRINITY_DN204781_c0_g1,
Cluster-41696.0_TRINITY_DN195993_c2_g1,
Cluster-4164.0_TRINITY_DN205844_c7_g1,
Cluster-41602.0_TRINITY_DN209178_c3_g2,
Cluster-41572.0_TRINITY_DN199066_c1_g2,
Cluster-41565.0_TRINITY_DN197588_c5_g1,
Cluster-41554.0_TRINITY_DN198288_c5_g2,
Cluster-4143.0_TRINITY_DN205450_c2_g2,
Cluster-4139.0_TRINITY_DN191441_c0_g2,
Cluster-4133.0_TRINITY_DN198563_c1_g1,
Cluster-41290.1_TRINITY_DN206946_c3_g1,
Cluster-41258.0_TRINITY_DN343025_c0_g1,
Cluster-4101.0_TRINITY_DN208350_c3_g4,
Cluster-40857.1_TRINITY_DN199226_c8_g1,
Cluster-40837.0_TRINITY_DN199330_c5_g4,
Cluster-4071.0_TRINITY_DN201303_c5_g2,
Cluster-40687.0_TRINITY_DN201074_c4_g3,
Cluster-40672.1_TRINITY_DN205166_c5_g2,
Cluster-40614.2_TRINITY_DN205860_c0_g1,
Cluster-40607.0_TRINITY_DN205916_c5_g7,
Cluster-4060.0_TRINITY_DN210941_c3_g3,
Cluster-4055.0_TRINITY_DN195078_c2_g1,
Cluster-40535.2_TRINITY_DN194536_c3_g4,
Cluster-40523.0_TRINITY_DN208270_c2_g2,
Cluster-4052.0_TRINITY_DN194754_c5_g2,
Cluster-4046.0_TRINITY_DN183283_c1_g1,
Cluster-40308.0_TRINITY_DN198288_c5_g4,
Cluster-4030.0_TRINITY_DN195059_c6_g1,
Cluster-40271.0_TRINITY_DN197894_c4_g1,
Cluster-4026.0_TRINITY_DN194090_c2_g2,
Cluster-4022.0_TRINITY_DN204934_c3_g1,
Cluster-40189.1_TRINITY_DN205853_c1_g7,
Cluster-40172.0_TRINITY_DN194650_c7_g2,
Cluster-40150.0_TRINITY_DN205821_c5_g1,
Cluster-4008.0_TRINITY_DN203649_c3_g3,
Cluster-4007.0_TRINITY_DN192982_c0_g1,
Cluster-39976.0_TRINITY_DN194840_c5_g1,
Cluster-39958.0_TRINITY_DN198849_c3_g1,
Cluster-3989.0_TRINITY_DN207457_c0_g1,
Cluster-39802.0_TRINITY_DN193514_c0_g9,
Cluster-3971.0_TRINITY_DN133538_c0_g1,
Cluster-3970.0_TRINITY_DN207717_c8_g6,
Cluster-39659.0_TRINITY_DN208213_c5_g1,
Cluster-39568.0_TRINITY_DN201392_c8_g1,
Cluster-3956.0_TRINITY_DN350890_c0_g1,
Cluster-39554.2_TRINITY_DN200775_c3_g1,
Cluster-39475.6_TRINITY_DN210722_c4_g2,
Cluster-3946.0_TRINITY_DN195900_c3_g1,
Cluster-39378.0_TRINITY_DN239035_c0_g1,
Cluster-39353.3_TRINITY_DN208896_c4_g1,
Cluster-39220.0_TRINITY_DN198924_c1_g1,
Cluster-39186.1_TRINITY_DN192278_c0_g2,
Cluster-38969.0_TRINITY_DN201475_c3_g6,
Cluster-3889.0_TRINITY_DN193589_c9_g5,
Cluster-38810.2_TRINITY_DN207862_c3_g3,
Cluster-38810.1_TRINITY_DN207862_c3_g3,
Cluster-38775.0_TRINITY_DN208021_c7_g2,
Cluster-38595.0_TRINITY_DN211117_c2_g3,
Cluster-3858.0_TRINITY_DN209562_c5_g5,
Cluster-3857.0_TRINITY_DN195310_c2_g6,
Cluster-3850.0_TRINITY_DN193977_c6_g3,
Cluster-3846.1_TRINITY_DN200532_c5_g3,
Cluster-38439.0_TRINITY_DN207641_c6_g2,
Cluster-3841.0_TRINITY_DN197864_c6_g1,
Cluster-38324.1_TRINITY_DN201145_c3_g3,
Cluster-38245.2_TRINITY_DN205277_c5_g1,
Cluster-38235.0_TRINITY_DN198909_c4_g4,
Cluster-3823.0_TRINITY_DN205000_c0_g5,
Cluster-37861.0_TRINITY_DN198532_c7_g2,
Cluster-37845.5_TRINITY_DN202839_c3_g2,
Cluster-37773.87_TRINITY_DN192522_c2_g4,
Cluster-37773.82_TRINITY_DN194660_c3_g2,
Cluster-37773.71_TRINITY_DN198884_c3_g3,
Cluster-37773.69_TRINITY_DN211291_c4_g5,
Cluster-37773.57_TRINITY_DN201105_c4_g3,
Cluster-37773.54_TRINITY_DN211291_c5_g4,
Cluster-37773.54_TRINITY_DN203897_c0_g1,
Cluster-37773.42_TRINITY_DN198884_c3_g2,
Cluster-37773.34_TRINITY_DN194225_c1_g2,
Cluster-37773.26_TRINITY_DN194509_c0_g5,
Cluster-3774.0_TRINITY_DN204941_c5_g1,
Cluster-37686.0_TRINITY_DN182006_c0_g1,
Cluster-37662.0_TRINITY_DN197974_c3_g2,
Cluster-3766.0_TRINITY_DN178666_c0_g1,
Cluster-37652.1_TRINITY_DN201587_c3_g3,
Cluster-37613.1_TRINITY_DN193138_c0_g1,
Cluster-37564.0_TRINITY_DN199304_c2_g8,
Cluster-3755.0_TRINITY_DN208350_c3_g7,
Cluster-3744.4_TRINITY_DN199059_c2_g1,
Cluster-3743.0_TRINITY_DN197517_c2_g2,
Cluster-37302.1_TRINITY_DN201208_c3_g1,
Cluster-372.0_TRINITY_DN204286_c7_g2,
Cluster-37061.2_TRINITY_DN192772_c2_g3,
Cluster-3697.0_TRINITY_DN345176_c0_g1,
Cluster-36904.0_TRINITY_DN186147_c0_g1,
Cluster-3688.0_TRINITY_DN162109_c0_g1,
Cluster-36801.1_TRINITY_DN203672_c1_g4,
Cluster-36801.0_TRINITY_DN202206_c5_g1,
Cluster-36752.0_TRINITY_DN197813_c3_g2,
Cluster-36750.0_TRINITY_DN182928_c0_g1,
Cluster-3668.0_TRINITY_DN161279_c0_g1,
Cluster-36669.0_TRINITY_DN130577_c0_g1,
Cluster-36667.0_TRINITY_DN210812_c5_g1,
Cluster-3666.0_TRINITY_DN204941_c4_g3,
Cluster-3662.0_TRINITY_DN195685_c3_g7,
Cluster-36539.0_TRINITY_DN201085_c12_g1,
Cluster-3638.2_TRINITY_DN207932_c3_g1,
Cluster-3638.1_TRINITY_DN209967_c5_g1,
Cluster-36372.0_TRINITY_DN197512_c5_g2,
Cluster-36309.0_TRINITY_DN204426_c1_g2,
Cluster-36303.0_TRINITY_DN266273_c0_g1,
Cluster-3626.0_TRINITY_DN195374_c0_g5,
Cluster-36240.3_TRINITY_DN193243_c2_g5,
Cluster-3619.0_TRINITY_DN194217_c1_g1,
Cluster-36009.1_TRINITY_DN204611_c2_g1,
Cluster-36009.0_TRINITY_DN204611_c2_g3,
Cluster-35986.0_TRINITY_DN202988_c3_g2,
Cluster-3595.0_TRINITY_DN178395_c0_g1,
Cluster-3594.1_TRINITY_DN204462_c3_g1,
Cluster-3594.0_TRINITY_DN204462_c3_g1,
Cluster-35928.1_TRINITY_DN197967_c8_g1,
Cluster-3578.0_TRINITY_DN196072_c1_g2,
Cluster-35763.0_TRINITY_DN200696_c10_g1,
Cluster-35760.1_TRINITY_DN205390_c4_g5,
Cluster-35745.1_TRINITY_DN202311_c1_g1,
Cluster-35739.0_TRINITY_DN200947_c3_g2,
Cluster-35572.0_TRINITY_DN197448_c4_g2,
Cluster-3547.0_TRINITY_DN164707_c0_g1,
Cluster-3545.0_TRINITY_DN196839_c4_g1,
Cluster-35404.0_TRINITY_DN193301_c12_g1,
Cluster-35326.0_TRINITY_DN208217_c4_g2,
Cluster-3523.0_TRINITY_DN166615_c0_g2,
Cluster-35183.1_TRINITY_DN207118_c1_g2,
Cluster-3507.0_TRINITY_DN155557_c0_g1,
Cluster-34918.0_TRINITY_DN190044_c0_g1,
Cluster-3480.0_TRINITY_DN106875_c0_g1,
Cluster-3477.0_TRINITY_DN200755_c4_g1,
Cluster-34731.0_TRINITY_DN206329_c4_g1,
Cluster-34646.0_TRINITY_DN194897_c4_g1,
Cluster-34535.0_TRINITY_DN194838_c2_g1,
Cluster-34380.1_TRINITY_DN208861_c2_g1,
Cluster-3434.1_TRINITY_DN199621_c6_g1,
Cluster-3433.0_TRINITY_DN197058_c3_g3,
Cluster-34303.0_TRINITY_DN203020_c2_g2,
Cluster-34207.0_TRINITY_DN171706_c0_g1,
Cluster-34204.2_TRINITY_DN203204_c0_g3,
Cluster-34204.1_TRINITY_DN203204_c0_g3,
Cluster-3420.0_TRINITY_DN195731_c4_g8,
Cluster-34185.0_TRINITY_DN211931_c0_g1,
Cluster-34081.1_TRINITY_DN202069_c2_g2,
Cluster-33992.0_TRINITY_DN197363_c6_g2,
Cluster-33949.3_TRINITY_DN198852_c6_g2,
Cluster-33949.1_TRINITY_DN198852_c6_g2,
Cluster-3391.0_TRINITY_DN193503_c3_g4,
Cluster-33836.0_TRINITY_DN200497_c9_g1,
Cluster-3383.1_TRINITY_DN209894_c2_g2,
Cluster-3373.0_TRINITY_DN181045_c0_g3,
Cluster-33721.0_TRINITY_DN194295_c1_g2,
Cluster-3361.0_TRINITY_DN197052_c0_g4,
Cluster-33592.4_TRINITY_DN204489_c0_g1,
Cluster-33540.1_TRINITY_DN201995_c5_g3,
Cluster-3348.0_TRINITY_DN125705_c0_g1,
Cluster-3344.0_TRINITY_DN291203_c0_g1,
Cluster-3343.0_TRINITY_DN211254_c0_g1,
Cluster-334.2_TRINITY_DN192387_c8_g4,
Cluster-334.0_TRINITY_DN192387_c8_g1,
Cluster-33300.0_TRINITY_DN191629_c0_g1,
Cluster-33268.0_TRINITY_DN209940_c7_g3,
Cluster-33243.0_TRINITY_DN194951_c0_g1,
Cluster-33231.1_TRINITY_DN210431_c0_g1,
Cluster-3320.0_TRINITY_DN204357_c6_g3,
Cluster-3316.0_TRINITY_DN202660_c1_g2,
Cluster-331.7_TRINITY_DN200037_c1_g1,
Cluster-331.5_TRINITY_DN200037_c1_g2,
Cluster-331.3_TRINITY_DN196943_c1_g1,
Cluster-3301.0_TRINITY_DN198201_c4_g2,
Cluster-32944.1_TRINITY_DN197115_c3_g1,
Cluster-32840.0_TRINITY_DN198562_c6_g1,
Cluster-32829.4_TRINITY_DN206765_c2_g1,
Cluster-3277.0_TRINITY_DN193196_c8_g1,
Cluster-3276.0_TRINITY_DN195956_c6_g2,
Cluster-32756.0_TRINITY_DN204824_c4_g3,
Cluster-32600.5_TRINITY_DN201171_c3_g1,
Cluster-32600.1_TRINITY_DN199092_c2_g5,
Cluster-32552.0_TRINITY_DN197244_c1_g1,
Cluster-3242.0_TRINITY_DN201493_c2_g3,
Cluster-3239.0_TRINITY_DN201487_c3_g1,
Cluster-3223.0_TRINITY_DN192206_c0_g1,
Cluster-3220.0_TRINITY_DN196640_c2_g1,
Cluster-3210.0_TRINITY_DN219187_c0_g1,
Cluster-3178.0_TRINITY_DN211254_c1_g2,
Cluster-31758.0_TRINITY_DN196929_c3_g2,
Cluster-31757.0_TRINITY_DN181564_c0_g1,
Cluster-31730.0_TRINITY_DN190736_c0_g3,
Cluster-31646.0_TRINITY_DN203601_c4_g1,
Cluster-31580.1_TRINITY_DN206762_c2_g1,
Cluster-3155.0_TRINITY_DN210839_c4_g1,
Cluster-3152.0_TRINITY_DN210946_c6_g1,
Cluster-31502.0_TRINITY_DN196014_c0_g1,
Cluster-31470.0_TRINITY_DN189080_c0_g2,
Cluster-31382.0_TRINITY_DN205333_c2_g1,
Cluster-31361.0_TRINITY_DN194897_c6_g2,
Cluster-31181.0_TRINITY_DN187096_c1_g1,
Cluster-3115.0_TRINITY_DN150919_c0_g1,
Cluster-31095.3_TRINITY_DN197625_c6_g1,
Cluster-31095.2_TRINITY_DN201956_c2_g2,
Cluster-31056.0_TRINITY_DN199953_c4_g2,
Cluster-3093.0_TRINITY_DN198368_c10_g4,
Cluster-3090.0_TRINITY_DN193561_c5_g8,
Cluster-3088.0_TRINITY_DN196853_c2_g1,
Cluster-3080.0_TRINITY_DN165923_c0_g1,
Cluster-3077.0_TRINITY_DN197964_c2_g1,
Cluster-30666.1_TRINITY_DN202985_c0_g4,
Cluster-3055.0_TRINITY_DN202524_c7_g1,
Cluster-30548.0_TRINITY_DN193886_c2_g2,
Cluster-30543.0_TRINITY_DN198250_c4_g6,
Cluster-3052.0_TRINITY_DN196395_c4_g3,
Cluster-3044.0_TRINITY_DN182950_c0_g2,
Cluster-30402.0_TRINITY_DN208295_c3_g6,
Cluster-30396.1_TRINITY_DN193042_c7_g4,
Cluster-30245.0_TRINITY_DN209008_c2_g1,
Cluster-30181.2_TRINITY_DN199901_c7_g2,
Cluster-30077.0_TRINITY_DN180109_c0_g1,
Cluster-3004.0_TRINITY_DN343340_c0_g1,
Cluster-2992.0_TRINITY_DN196116_c5_g1,
Cluster-29914.8_TRINITY_DN198293_c1_g3,
Cluster-29850.0_TRINITY_DN191916_c0_g1,
Cluster-29840.0_TRINITY_DN198221_c7_g1,
Cluster-2977.98_TRINITY_DN211284_c4_g2,
Cluster-2977.97_TRINITY_DN199173_c4_g1,
Cluster-2977.92_TRINITY_DN206464_c3_g1,
Cluster-2977.9_TRINITY_DN201025_c0_g1,
Cluster-2977.89_TRINITY_DN200113_c0_g1,
Cluster-2977.88_TRINITY_DN211284_c6_g1,
Cluster-2977.87_TRINITY_DN200811_c3_g1,
Cluster-2977.86_TRINITY_DN197586_c3_g1,
Cluster-2977.85_TRINITY_DN198368_c10_g3,
Cluster-2977.82_TRINITY_DN199092_c2_g1,
Cluster-2977.81_TRINITY_DN202596_c2_g1,
Cluster-2977.8_TRINITY_DN201812_c2_g2,
Cluster-2977.76_TRINITY_DN209895_c3_g2,
Cluster-2977.73_TRINITY_DN202538_c5_g3,
Cluster-2977.70_TRINITY_DN210903_c3_g1,
Cluster-2977.68_TRINITY_DN202596_c2_g1,
Cluster-2977.65_TRINITY_DN201469_c0_g1,
Cluster-2977.62_TRINITY_DN210903_c3_g1,
Cluster-2977.60_TRINITY_DN205916_c5_g4,
Cluster-2977.58_TRINITY_DN211284_c5_g1,
Cluster-2977.57_TRINITY_DN203290_c0_g4,
Cluster-2977.54_TRINITY_DN211284_c4_g1,
Cluster-2977.50_TRINITY_DN207722_c5_g9,
Cluster-2977.49_TRINITY_DN201469_c0_g1,
Cluster-2977.47_TRINITY_DN199092_c2_g7,
Cluster-2977.46_TRINITY_DN200811_c3_g1,
Cluster-2977.44_TRINITY_DN202596_c2_g1,
Cluster-2977.40_TRINITY_DN211284_c6_g1,
Cluster-2977.40_TRINITY_DN201171_c3_g1,
Cluster-2977.4_TRINITY_DN211284_c5_g1,
Cluster-2977.38_TRINITY_DN199092_c2_g1,
Cluster-2977.37_TRINITY_DN210919_c4_g1,
Cluster-2977.35_TRINITY_DN195824_c7_g2,
Cluster-2977.34_TRINITY_DN196930_c3_g1,
Cluster-2977.31_TRINITY_DN200113_c1_g5,
Cluster-2977.30_TRINITY_DN202538_c5_g3,
Cluster-2977.3_TRINITY_DN197586_c3_g1,
Cluster-2977.29_TRINITY_DN211284_c4_g1,
Cluster-2977.28_TRINITY_DN205933_c3_g4,
Cluster-2977.27_TRINITY_DN202596_c2_g1,
Cluster-2977.25_TRINITY_DN196930_c3_g1,
Cluster-2977.24_TRINITY_DN196930_c3_g1,
Cluster-2977.23_TRINITY_DN210919_c4_g3,
Cluster-2977.220_TRINITY_DN198368_c10_g2,
Cluster-2977.22_TRINITY_DN198528_c0_g1,
Cluster-2977.219_TRINITY_DN211284_c6_g1,
Cluster-2977.217_TRINITY_DN211284_c6_g1,
Cluster-2977.211_TRINITY_DN197184_c4_g3,
Cluster-2977.210_TRINITY_DN211284_c6_g1,
Cluster-2977.210_TRINITY_DN198305_c5_g1,
Cluster-2977.206_TRINITY_DN198771_c1_g1,
Cluster-2977.205_TRINITY_DN211284_c6_g1,
Cluster-2977.204_TRINITY_DN195949_c0_g1,
Cluster-2977.201_TRINITY_DN197184_c4_g3,
Cluster-2977.198_TRINITY_DN200811_c3_g1,
Cluster-2977.197_TRINITY_DN205916_c5_g4,
Cluster-2977.196_TRINITY_DN197345_c1_g1,
Cluster-2977.195_TRINITY_DN203290_c0_g2,
Cluster-2977.193_TRINITY_DN197345_c1_g1,
Cluster-2977.192_TRINITY_DN210919_c4_g1,
Cluster-2977.191_TRINITY_DN211284_c6_g1,
Cluster-2977.191_TRINITY_DN197184_c4_g3,
Cluster-2977.19_TRINITY_DN196930_c3_g1,
Cluster-2977.189_TRINITY_DN199173_c4_g1,
Cluster-2977.181_TRINITY_DN197184_c4_g2,
Cluster-2977.178_TRINITY_DN208935_c4_g2,
Cluster-2977.178_TRINITY_DN207683_c4_g1,
Cluster-2977.177_TRINITY_DN210903_c3_g3,
Cluster-2977.175_TRINITY_DN206203_c5_g2,
Cluster-2977.175_TRINITY_DN199584_c4_g1,
Cluster-2977.172_TRINITY_DN211284_c4_g1,
Cluster-2977.171_TRINITY_DN208935_c4_g1,
Cluster-2977.171_TRINITY_DN199173_c4_g1,
Cluster-2977.170_TRINITY_DN207683_c4_g2,
Cluster-2977.17_TRINITY_DN197471_c3_g1,
Cluster-2977.169_TRINITY_DN211261_c4_g3,
Cluster-2977.167_TRINITY_DN199584_c4_g1,
Cluster-2977.163_TRINITY_DN206203_c5_g2,
Cluster-2977.162_TRINITY_DN200811_c3_g1,
Cluster-2977.158_TRINITY_DN205916_c5_g4,
Cluster-2977.156_TRINITY_DN211284_c4_g1,
Cluster-2977.155_TRINITY_DN199584_c4_g1,
Cluster-2977.154_TRINITY_DN201469_c0_g1,
Cluster-2977.153_TRINITY_DN211284_c5_g1,
Cluster-2977.153_TRINITY_DN197345_c1_g1,
Cluster-2977.150_TRINITY_DN210919_c4_g3,
Cluster-2977.148_TRINITY_DN195746_c5_g1,
Cluster-2977.146_TRINITY_DN200811_c3_g2,
Cluster-2977.145_TRINITY_DN207722_c5_g1,
Cluster-2977.144_TRINITY_DN201171_c2_g1,
Cluster-2977.140_TRINITY_DN200113_c1_g1,
Cluster-2977.138_TRINITY_DN211284_c5_g1,
Cluster-2977.137_TRINITY_DN207932_c5_g2,
Cluster-2977.136_TRINITY_DN206464_c3_g1,
Cluster-2977.136_TRINITY_DN204261_c2_g1,
Cluster-2977.135_TRINITY_DN198771_c1_g1,
Cluster-2977.134_TRINITY_DN210919_c4_g1,
Cluster-2977.133_TRINITY_DN202596_c2_g1,
Cluster-2977.132_TRINITY_DN197184_c4_g3,
Cluster-2977.130_TRINITY_DN206464_c3_g1,
Cluster-2977.13_TRINITY_DN196930_c3_g5,
Cluster-2977.127_TRINITY_DN207683_c4_g1,
Cluster-2977.124_TRINITY_DN206464_c2_g1,
Cluster-2977.124_TRINITY_DN204261_c2_g1,
Cluster-2977.120_TRINITY_DN211284_c6_g1,
Cluster-2977.116_TRINITY_DN199092_c2_g2,
Cluster-2977.113_TRINITY_DN197586_c3_g5,
Cluster-2977.108_TRINITY_DN199273_c3_g1,
Cluster-2977.107_TRINITY_DN210919_c4_g3,
Cluster-2977.106_TRINITY_DN195746_c5_g3,
Cluster-2977.10_TRINITY_DN201025_c0_g1,
Cluster-2977.0_TRINITY_DN196930_c3_g1,
Cluster-2976.0_TRINITY_DN194510_c5_g1,
Cluster-29708.4_TRINITY_DN211069_c0_g1,
Cluster-29708.3_TRINITY_DN211069_c0_g1,
Cluster-29708.0_TRINITY_DN211069_c0_g1,
Cluster-2963.0_TRINITY_DN208477_c1_g1,
Cluster-29622.0_TRINITY_DN211062_c2_g2,
Cluster-29608.0_TRINITY_DN204996_c5_g5,
Cluster-29528.0_TRINITY_DN187421_c0_g3,
Cluster-29503.0_TRINITY_DN201720_c8_g1,
Cluster-29442.0_TRINITY_DN196221_c2_g1,
Cluster-29347.4_TRINITY_DN198812_c2_g2,
Cluster-29347.2_TRINITY_DN198812_c2_g1,
Cluster-2934.3_TRINITY_DN193589_c9_g1,
Cluster-2934.2_TRINITY_DN211019_c4_g2,
Cluster-29339.0_TRINITY_DN210365_c6_g3,
Cluster-29252.0_TRINITY_DN203107_c1_g3,
Cluster-2916.0_TRINITY_DN196669_c0_g2,
Cluster-29153.0_TRINITY_DN196099_c7_g1,
Cluster-2908.1_TRINITY_DN195201_c7_g2,
Cluster-2903.0_TRINITY_DN200123_c4_g3,
Cluster-2901.0_TRINITY_DN200301_c1_g1,
Cluster-28965.0_TRINITY_DN272633_c0_g1,
Cluster-28880.0_TRINITY_DN202096_c3_g8,
Cluster-28866.1_TRINITY_DN196558_c2_g1,
Cluster-28846.0_TRINITY_DN198095_c0_g7,
Cluster-2881.0_TRINITY_DN207252_c5_g2,
Cluster-28791.0_TRINITY_DN193891_c7_g2,
Cluster-28671.0_TRINITY_DN193879_c6_g1,
Cluster-28550.0_TRINITY_DN196760_c4_g3,
Cluster-2850.0_TRINITY_DN64312_c0_g1,
Cluster-28445.0_TRINITY_DN197016_c0_g2,
Cluster-28422.0_TRINITY_DN194894_c5_g1,
Cluster-28295.1_TRINITY_DN193886_c4_g8,
Cluster-28291.0_TRINITY_DN193203_c6_g6,
Cluster-28270.0_TRINITY_DN200918_c4_g1,
Cluster-28240.0_TRINITY_DN199724_c3_g2,
Cluster-28221.1_TRINITY_DN195342_c3_g2,
Cluster-28221.0_TRINITY_DN195342_c3_g1,
Cluster-2816.0_TRINITY_DN192340_c6_g1,
Cluster-28156.0_TRINITY_DN194159_c1_g8,
Cluster-2803.2_TRINITY_DN208379_c4_g3,
Cluster-2803.1_TRINITY_DN208379_c4_g2,
Cluster-2803.0_TRINITY_DN208379_c4_g1,
Cluster-2798.0_TRINITY_DN205390_c4_g6,
Cluster-27976.0_TRINITY_DN199849_c4_g1,
Cluster-27867.0_TRINITY_DN195874_c9_g1,
